customer_id;age;gender;location;monthly_income;employment_status;education_level;months_active;avg_transaction_value;transaction_frequency;savings_balance;loan_amount;loan_term_days;interest_rate;days_since_last_loan;loan_repaid;transaction_consistency;evening_transaction_ratio;weekend_transaction_ratio;repayment_probability;predicted_repayment;income_category;risk_segment
1558;23;Male;Urban;551,08;Employed;Tertiary;9;55,04;13;329,23;346,43;30;13,2;236;1;0,55;0,11;0,33;0,74;1;Medium;Medium Risk
1559;56;Female;Urban;501,31;Employed;Secondary;35;35,1;13;172,01;380,22;30;13,1;189;1;0,48;0,29;0,35;0,72;1;Medium;Medium Risk
1560;63;Male;Urban;1031,48;Self-Employed;Tertiary;14;44,27;20;153,06;780,5;30;15,96;211;1;0,64;0,24;0,35;0,91;1;High;Low Risk
1561;41;Male;Rural;1056,73;Unemployed;Primary;14;57,04;17;30,09;602,71;60;8,74;63;0;0,24;0,52;0,29;0,27;0;High;High Risk
1562;28;Female;Rural;417,88;Employed;Primary;21;19,82;19;170,17;619,4;30;16,76;359;0;0,74;0,44;0,48;0,5;1;Low;Medium Risk
1563;30;Female;Semi-Urban;428,96;Self-Employed;Secondary;11;50,39;16;52,8;224,71;30;7,99;163;1;0,88;0,06;0,55;0,72;1;Low;Medium Risk
1564;51;Male;Semi-Urban;666,49;Employed;Secondary;12;63,93;21;164,54;641,11;30;15,74;37;1;0,68;0,46;0,44;0,78;1;Medium;Medium Risk
1565;42;Male;Rural;586,61;Employed;Secondary;19;55,66;10;331,08;444,51;60;13,5;214;0;0,8;0,36;0,07;0,55;1;Medium;Medium Risk
1566;24;Female;Rural;942,95;Self-Employed;Secondary;12;32,85;8;70,56;411,18;60;10,45;18;1;0,6;0,24;0,21;0,69;1;Medium;Medium Risk
1567;21;Female;Urban;814,41;Unemployed;Primary;14;36,37;11;174,77;581,7;30;5,0;253;1;0,39;0,44;0,41;0,77;1;Medium;Medium Risk
1568;25;Male;Rural;1149,47;Employed;Secondary;17;79,74;19;286,1;501,66;60;7,51;73;1;0,7;0,38;0,19;0,91;1;High;Low Risk
1569;37;Female;Urban;895,18;Unemployed;Secondary;33;31,25;16;122,38;207,34;60;10,1;140;1;0,84;0,21;0,24;0,72;1;Medium;Medium Risk
1570;46;Male;Rural;606,63;Employed;Primary;17;73,71;12;240,79;690,4;90;13,34;16;1;0,44;0,34;0,41;0,76;1;Medium;Medium Risk
1571;62;Male;Urban;232,66;Self-Employed;Secondary;30;37,57;9;281,02;709,51;30;10,4;94;1;0,61;0,46;0,3;0,72;1;Low;Medium Risk
1572;63;Male;Urban;853,84;Self-Employed;Secondary;6;72,6;14;207,84;382,53;30;11,88;233;1;0,65;0,18;0,09;0,79;1;Medium;Medium Risk
1573;27;Male;Urban;286,9;Self-Employed;Secondary;3;60,82;14;209,9;621,78;30;10,69;300;0;1,0;0,17;0,47;0,71;1;Low;Medium Risk
1574;60;Female;Urban;602,91;Self-Employed;Primary;19;43,04;18;90,2;682,7;30;12,51;87;1;0,74;0,23;0,22;0,72;1;Medium;Medium Risk
1575;51;Male;Rural;583,48;Employed;None;35;14,67;12;160,07;126,27;60;7,85;297;1;0,32;0,19;0,21;0,76;1;Medium;Medium Risk
1576;43;Male;Urban;647,47;Self-Employed;Secondary;23;57,97;10;216,22;396,95;30;11,21;50;1;0,27;0,33;0,36;0,75;1;Medium;Medium Risk
1577;58;Female;Rural;405,19;Self-Employed;Primary;28;53,63;17;9,84;100,0;60;13,58;244;1;0,85;0,31;0,42;0,78;1;Low;Medium Risk
1578;20;Male;Urban;582,42;Employed;Secondary;7;58,28;14;0,0;626,81;30;19,58;112;1;1,0;0,17;0,51;0,81;1;Medium;Low Risk
1579;23;Male;Rural;1143,77;Unemployed;Tertiary;35;60,79;17;184,68;589,3;30;14,53;7;0;0,64;0,09;0,37;0,3;0;High;High Risk
1580;22;Male;Urban;1142,94;Employed;Secondary;3;23,72;15;237,88;368,94;90;11,44;36;1;0,63;0,3;0,53;0,9;1;High;Low Risk
1581;22;Male;Urban;1259,75;Self-Employed;Tertiary;8;57,87;23;208,81;469,95;90;10,08;46;1;0,79;0,29;0,4;0,94;1;High;Low Risk
1582;64;Male;Rural;803,04;Employed;Primary;4;64,85;9;37,88;426,37;60;13,37;99;0;0,54;0,49;0,33;0,52;1;Medium;Medium Risk
1583;40;Female;Urban;881,37;Employed;Tertiary;7;64,61;12;310,35;100,0;30;9,49;344;1;0,19;0,06;0,56;0,5;1;Medium;Medium Risk
1584;26;Male;Urban;1148,18;Employed;Secondary;28;24,94;13;210,35;760,07;90;12,43;172;1;0,91;0,24;0,23;0,86;1;High;Low Risk
1585;52;Male;Urban;358,8;Self-Employed;Primary;15;73,09;18;297,07;551,03;30;12,95;240;1;0,58;0,04;0,06;0,66;1;Low;Medium Risk
1586;37;Female;Urban;1041,69;Self-Employed;Secondary;14;58,57;8;136,13;471,15;60;11,41;190;1;0,91;0,05;0,18;0,95;1;High;Low Risk
1587;59;Female;Rural;1190,7;Employed;None;7;61,11;20;226,5;472,44;30;14,92;341;1;0,55;0,37;0,44;0,9;1;High;Low Risk
1588;52;Male;Urban;533,31;Employed;Tertiary;4;32,09;9;252,04;641,55;60;11,72;233;1;0,72;0,31;0,52;0,83;1;Medium;Low Risk
1589;35;Male;Rural;1214,79;Employed;Secondary;6;65,14;18;300,45;182,63;60;10,65;280;1;0,87;0,16;0,4;0,93;1;High;Low Risk
1590;34;Male;Semi-Urban;1417,31;Self-Employed;Primary;29;15,52;18;292,0;324,93;60;10,47;234;1;0,91;0,2;0,09;0,91;1;High;Low Risk
1591;41;Male;Urban;1033,35;Self-Employed;Secondary;12;33,04;11;120,0;542,59;60;8,13;125;1;0,75;0,23;0,34;0,95;1;High;Low Risk
1592;20;Male;Semi-Urban;978,35;Employed;Primary;15;75,33;9;188,42;723,11;90;7,73;177;1;0,74;0,07;0,45;0,85;1;Medium;Low Risk
1593;49;Male;Rural;464,07;Employed;Primary;4;64,17;17;147,68;100,0;30;13,8;172;0;0,82;0,17;0,42;0,55;1;Low;Medium Risk
1594;52;Female;Rural;1120,76;Self-Employed;Secondary;28;55,83;17;214,3;699,21;60;16,44;119;1;0,79;0,16;0,25;0,95;1;High;Low Risk
1595;55;Male;Rural;492,32;Employed;Tertiary;17;68,87;18;56,24;358,4;30;18,45;29;1;0,44;0,46;0,56;0,76;1;Low;Medium Risk
1596;30;Female;Rural;910,92;Employed;Secondary;12;70,26;19;41,01;442,68;30;15,35;47;0;0,45;0,35;0,31;0,54;1;Medium;Medium Risk
1597;64;Male;Rural;941,33;Employed;Primary;24;65,16;13;438,56;506,76;60;13,56;178;1;0,28;0,35;0,29;0,69;1;Medium;Medium Risk
1598;42;Female;Urban;200,0;Self-Employed;Secondary;27;45,65;14;393,53;279,03;60;12,92;93;1;0,85;0,18;0,5;0,7;1;Low;Medium Risk
1599;26;Female;Urban;921,74;Self-Employed;None;17;32,44;11;316,59;251,95;30;15,93;54;1;0,62;0,22;0,33;0,8;1;Medium;Low Risk
1600;21;Female;Urban;1586,44;Self-Employed;Tertiary;15;36,73;16;248,42;541,51;30;10,89;235;1;0,86;0,19;0,71;0,96;1;Very High;Low Risk
1601;31;Male;Urban;200,0;Employed;Secondary;10;78,21;15;277,55;878,97;30;17,4;301;1;0,78;0,06;0,47;0,83;1;Low;Low Risk
1602;54;Male;Urban;783,83;Self-Employed;None;23;24,49;9;277,82;310,76;60;11,88;286;1;0,5;0,17;0,47;0,81;1;Medium;Low Risk
1603;51;Male;Urban;215,87;Employed;Tertiary;23;59,82;13;365,47;309,19;30;12,78;347;1;0,68;0,5;0,46;0,72;1;Low;Medium Risk
1604;28;Female;Urban;531,76;Unemployed;Primary;24;59,85;16;150,75;255,25;30;12,07;73;0;0,61;0,29;0,1;0,54;1;Medium;Medium Risk
1605;58;Male;Rural;221,07;Self-Employed;Secondary;35;79,36;14;124,24;454,89;30;15,38;311;1;0,58;0,16;0,54;0,75;1;Low;Medium Risk
1606;20;Male;Semi-Urban;847,86;Self-Employed;None;29;59,79;16;198,48;303,47;30;11,97;121;1;0,88;0,36;0,43;0,77;1;Medium;Medium Risk
1607;45;Male;Semi-Urban;1038,08;Employed;Secondary;24;41,54;13;259,55;307,78;60;13,21;56;1;1,0;0,58;0,23;0,92;1;High;Low Risk
1608;46;Male;Urban;922,92;Employed;Primary;32;41,85;18;174,52;542,03;90;8,34;272;1;0,92;0,45;0,1;0,78;1;Medium;Medium Risk
1609;26;Male;Rural;520,95;Self-Employed;Secondary;11;49,88;11;144,74;211,09;30;11,42;138;0;0,69;0,17;0,57;0,58;1;Medium;Medium Risk
1610;20;Male;Semi-Urban;617,18;Self-Employed;Secondary;20;72,65;12;343,72;824,46;30;15,14;198;1;0,95;0,21;0,39;0,83;1;Medium;Low Risk
1611;42;Female;Urban;881,68;Employed;None;7;66,13;18;116,29;264,85;60;9,47;208;1;1,0;0,35;0,4;0,73;1;Medium;Medium Risk
1612;51;Female;Urban;530,32;Unemployed;Secondary;29;28,29;19;346,87;726,29;60;11,92;272;0;0,42;0,45;0,77;0,44;0;Medium;High Risk
1613;29;Female;Semi-Urban;401,36;Unemployed;Secondary;8;55,57;14;296,32;894,6;30;11,88;360;1;0,94;0,19;0,45;0,66;1;Low;Medium Risk
1614;59;Male;Rural;728,26;Self-Employed;Tertiary;34;66,51;20;391,2;739,62;30;10,25;137;1;0,85;0,06;0,14;0,73;1;Medium;Medium Risk
1615;26;Female;Urban;516,59;Unemployed;Secondary;10;45,26;12;418,31;714,76;90;15,05;133;1;0,94;0,25;0,49;0,37;0;Medium;High Risk
1616;32;Female;Urban;923,47;Employed;Primary;23;6,8;17;237,02;659,23;60;13,48;336;1;0,86;0,27;0,66;0,76;1;Medium;Medium Risk
1617;57;Female;Urban;1189,61;Employed;None;20;46,07;17;407,85;542,75;90;14,71;15;1;0,65;0,11;0,31;0,86;1;High;Low Risk
1618;42;Female;Semi-Urban;1579,28;Employed;Secondary;16;20,3;12;250,52;735,76;30;15,15;102;1;1,0;0,43;0,42;0,96;1;Very High;Low Risk
1619;22;Male;Rural;901,42;Self-Employed;Secondary;17;17,13;17;239,62;447,88;60;12,09;242;1;0,77;0,17;0,46;0,8;1;Medium;Low Risk
1620;28;Female;Urban;993,79;Employed;Secondary;28;71,3;20;219,38;673,04;60;16,72;89;1;0,61;0,27;0,24;0,85;1;Medium;Low Risk
1621;51;Male;Urban;620,2;Unemployed;Primary;34;100,42;19;156,56;721,56;60;8,35;3;1;0,8;0,28;0,69;0,74;1;Medium;Medium Risk
1622;41;Male;Rural;638,79;Employed;None;30;77,29;19;275,97;601,7;90;11,55;61;0;0,89;0,19;0,64;0,68;1;Medium;Medium Risk
1623;32;Male;Rural;1185,22;Employed;Secondary;34;5,0;9;315,06;446,14;30;12,45;211;1;0,72;0,53;0,24;0,85;1;High;Low Risk
1624;55;Female;Urban;717,1;Unemployed;Secondary;15;46,54;12;60,16;597,63;60;6,78;247;0;0,78;0,39;0,59;0,29;0;Medium;High Risk
1625;25;Female;Semi-Urban;821,88;Employed;Primary;17;38,21;8;455,98;426,13;30;16,24;191;0;0,72;0,12;0,24;0,36;0;Medium;High Risk
1626;22;Female;Urban;1166,89;Employed;Secondary;20;20,58;19;362,45;391,24;60;9,39;55;1;0,57;0,22;0,4;0,9;1;High;Low Risk
1627;43;Female;Urban;719,41;Self-Employed;Tertiary;8;59,3;17;141,78;657,53;60;12,2;288;1;0,54;0,15;0,58;0,8;1;Medium;Medium Risk
1628;35;Male;Rural;1250,13;Employed;Tertiary;13;46,3;21;256,23;529,24;60;14,26;30;1;0,42;0,15;0,48;0,94;1;High;Low Risk
1629;23;Male;Urban;971,91;Employed;None;34;26,72;24;195,68;655,15;30;18,95;0;1;1,0;0,32;0,69;0,79;1;Medium;Medium Risk
1630;54;Male;Semi-Urban;936,62;Employed;Secondary;22;8,87;8;233,28;530,52;30;7,01;197;1;0,66;0,34;0,21;0,81;1;Medium;Low Risk
1631;30;Male;Rural;605,54;Self-Employed;Tertiary;35;37,82;12;186,41;601,9;30;13,79;44;1;0,01;0,27;0,59;0,75;1;Medium;Medium Risk
1632;45;Male;Rural;952,74;Unemployed;Secondary;10;50,16;15;252,32;779,67;30;11,17;46;0;0,78;0,37;0,45;0,31;0;Medium;High Risk
1633;22;Male;Urban;671,29;Unemployed;Tertiary;7;47,63;13;93,09;467,58;30;13,94;221;0;0,78;0,26;0,14;0,22;0;Medium;High Risk
1634;30;Male;Urban;940,82;Employed;Tertiary;16;71,26;10;419,01;419,29;90;14,81;285;1;0,33;0,35;0,62;0,79;1;Medium;Medium Risk
1635;34;Female;Urban;769,45;Employed;Secondary;23;56,76;15;100,67;585,96;30;13,25;80;1;0,53;0,2;0,32;0,6;1;Medium;Medium Risk
1636;57;Male;Rural;1090,04;Self-Employed;Secondary;26;43,11;10;255,24;100,0;30;12,24;279;1;0,52;0,42;0,59;0,93;1;High;Low Risk
1637;62;Female;Rural;790,47;Unemployed;Primary;19;33,66;21;132,14;641,77;60;8,83;286;1;0,55;0,3;0,65;0,29;0;Medium;High Risk
1638;49;Female;Semi-Urban;1411,36;Employed;Secondary;20;14,58;12;184,38;327,58;60;9,04;283;1;0,94;0,26;0,67;0,87;1;High;Low Risk
1639;46;Male;Rural;717,34;Employed;None;14;28,17;12;246,13;835,18;30;14,42;188;1;0,67;0,33;0,17;0,79;1;Medium;Medium Risk
1640;20;Male;Semi-Urban;639,63;Self-Employed;Primary;18;77,17;17;209,78;657,95;30;9,42;38;1;0,61;0,13;0,66;0,77;1;Medium;Medium Risk
1641;57;Male;Rural;903,83;Unemployed;Primary;6;67,29;9;212,94;683,22;30;13,28;82;0;0,92;0,2;0,28;0,3;0;Medium;High Risk
1642;51;Male;Urban;1123,36;Employed;Primary;27;55,78;14;163,2;687,94;30;15,91;326;1;0,8;0,17;0,21;0,91;1;High;Low Risk
1643;57;Female;Urban;1121,03;Employed;Tertiary;30;40,12;12;130,85;408,16;60;8,11;175;1;0,35;0,12;0,63;0,79;1;High;Medium Risk
1644;44;Male;Rural;850,03;Employed;Secondary;13;74,82;13;266,31;447,98;60;15,92;8;0;0,58;0,58;0,46;0,8;1;Medium;Medium Risk
1645;30;Male;Urban;901,73;Employed;Primary;15;29,78;16;114,57;161,62;60;15,81;277;0;0,76;0,29;0,26;0,54;1;Medium;Medium Risk
1646;62;Male;Urban;902,16;Self-Employed;Secondary;33;30,01;5;135,04;798,9;60;13,03;257;0;0,51;0,6;0,39;0,44;0;Medium;High Risk
1647;50;Female;Rural;476,64;Self-Employed;Secondary;27;48,13;18;136,21;242,36;60;10,15;346;1;1,0;0,15;0,74;0,65;1;Low;Medium Risk
1648;23;Female;Semi-Urban;1107,22;Self-Employed;Secondary;12;6,34;14;166,86;497,03;90;13,6;271;1;0,72;0,31;0,38;0,95;1;High;Low Risk
1649;41;Female;Urban;422,64;Employed;Tertiary;26;29,21;24;57,97;745,01;60;11,47;260;1;0,55;0,19;0,58;0,76;1;Low;Medium Risk
1650;36;Male;Rural;477,2;Employed;Secondary;3;45,28;12;59,51;806,85;30;9,88;179;0;0,48;0,13;0,18;0,54;1;Low;Medium Risk
1651;33;Female;Semi-Urban;816,51;Employed;Secondary;27;40,78;18;254,31;449,83;30;12,41;153;1;0,89;0,23;0,52;0,76;1;Medium;Medium Risk
1652;57;Female;Urban;704,04;Employed;Primary;30;30,23;13;255,44;158,78;30;9,37;14;1;0,57;0,28;0,27;0,66;1;Medium;Medium Risk
1653;45;Female;Urban;1038,85;Self-Employed;Primary;20;90,71;16;231,07;546,21;60;8,45;66;1;0,78;0,73;0,49;0,94;1;High;Low Risk
1654;50;Female;Urban;934,21;Employed;Secondary;8;77,27;21;337,52;566,63;60;10,37;328;1;0,47;0,3;0,59;0,76;1;Medium;Medium Risk
1655;58;Male;Rural;841,46;Employed;Secondary;4;84,29;12;111,78;584,79;30;6,84;186;1;0,71;0,54;0,17;0,76;1;Medium;Medium Risk
1656;30;Female;Rural;462,34;Employed;Secondary;5;48,02;10;27,47;438,89;60;15,6;347;0;0,57;0,43;0,21;0,57;1;Low;Medium Risk
1657;60;Female;Semi-Urban;807,97;Self-Employed;Primary;10;40,23;7;278,53;472,39;30;13,55;62;1;0,64;0,05;0,47;0,8;1;Medium;Low Risk
1658;62;Male;Rural;784,25;Self-Employed;Primary;33;82,03;15;25,3;361,19;90;9,42;355;0;0,54;0,41;0,64;0,38;0;Medium;High Risk
1659;42;Male;Urban;866,66;Unemployed;Tertiary;21;51,7;17;186,31;531,74;30;10,47;280;1;0,91;0,42;0,43;0,57;1;Medium;Medium Risk
1660;59;Female;Urban;670,99;Employed;Secondary;8;28,79;14;227,82;660,36;30;14,28;40;1;0,6;0,65;0,58;0,72;1;Medium;Medium Risk
1661;53;Male;Rural;956,85;Self-Employed;Tertiary;16;30,18;10;406,08;552,65;30;15,82;27;1;0,67;0,56;0,52;0,88;1;Medium;Low Risk
1662;44;Male;Urban;696,03;Employed;Tertiary;5;43,51;14;145,33;491,21;30;12,32;276;1;0,68;0,25;0,18;0,71;1;Medium;Medium Risk
1663;55;Female;Urban;928,73;Employed;Secondary;3;49,56;18;152,69;724,76;30;11,23;220;0;1,0;0,2;0,32;0,69;1;Medium;Medium Risk
1664;24;Male;Urban;1038,81;Unemployed;Tertiary;32;51,63;18;266,11;551,3;60;7,1;216;0;0,88;0,28;0,76;0,61;1;High;Medium Risk
1665;22;Male;Urban;639,62;Employed;Secondary;21;46,33;15;260,2;506,2;30;11,04;221;1;0,86;0,39;0,7;0,76;1;Medium;Medium Risk
1666;60;Male;Urban;568,35;Self-Employed;Primary;21;96,79;11;165,66;515,53;60;8,59;60;1;0,38;0,16;0,41;0,79;1;Medium;Medium Risk
1667;62;Male;Urban;942,91;Employed;Secondary;11;22,94;11;218,52;257,93;30;8,5;102;1;0,57;0,51;0,16;0,84;1;Medium;Low Risk
1668;48;Male;Urban;403,67;Self-Employed;Secondary;9;63,45;15;126,3;281,99;30;15,7;184;1;0,94;0,6;0,43;0,87;1;Low;Low Risk
1669;40;Male;Urban;1133,5;Self-Employed;Secondary;9;40,45;22;244,67;475,15;60;11,65;146;1;0,47;0,09;0,37;0,93;1;High;Low Risk
1670;59;Female;Rural;803,29;Unemployed;Secondary;11;49,22;12;40,63;352,52;30;12,42;74;0;0,72;0,18;0,33;0,25;0;Medium;High Risk
1671;27;Male;Semi-Urban;765,57;Unemployed;Secondary;6;68,81;10;490,78;490,95;30;13,22;0;0;0,49;0,06;0,39;0,32;0;Medium;High Risk
1672;49;Female;Urban;963,8;Self-Employed;Primary;27;14,35;22;272,11;671,34;30;11,47;364;1;0,51;0,17;0,15;0,79;1;Medium;Medium Risk
1673;60;Female;Rural;945,19;Employed;Primary;14;31,08;11;89,84;641,15;30;12,2;332;1;1,0;0,35;0,16;0,79;1;Medium;Medium Risk
1674;47;Male;Urban;801,96;Self-Employed;Primary;8;47,33;12;173,21;578,51;30;12,06;161;1;0,84;0,2;0,56;0,79;1;Medium;Medium Risk
1675;56;Female;Rural;1063,58;Self-Employed;Primary;20;79,53;12;94,68;668,95;30;10,72;16;1;0,9;0,3;0,09;0,84;1;High;Low Risk
1676;48;Male;Semi-Urban;598,28;Employed;Secondary;23;79,42;13;118,13;706,07;30;12,82;242;1;0,86;0,04;0,32;0,8;1;Medium;Medium Risk
1677;35;Male;Rural;1013,71;Self-Employed;Secondary;17;75,55;16;221,17;698,83;30;11,73;18;1;0,67;0,15;0,54;0,91;1;High;Low Risk
1678;53;Male;Semi-Urban;476,41;Unemployed;Primary;5;6,13;9;339,16;693,9;60;12,27;329;1;0,56;0,08;0,49;0,68;1;Low;Medium Risk
1679;19;Female;Urban;953,19;Self-Employed;Tertiary;4;29,0;11;189,88;260,24;30;12,01;58;0;0,62;0,09;0,9;0,68;1;Medium;Medium Risk
1680;31;Male;Urban;701,64;Employed;Tertiary;6;29,83;22;10,96;121,77;90;17,87;200;1;0,66;0,34;0,53;0,79;1;Medium;Medium Risk
1681;30;Male;Semi-Urban;406,67;Unemployed;Secondary;34;48,9;14;138,61;343,95;30;14,97;114;0;1,0;0,29;0,6;0,21;0;Low;High Risk
1682;46;Female;Urban;876,99;Employed;Tertiary;4;12,94;13;145,19;408,64;60;14,33;202;0;0,43;0,41;0,57;0,77;1;Medium;Medium Risk
1683;29;Male;Urban;789,67;Employed;Secondary;31;71,96;9;208,89;685,72;60;13,41;293;0;0,59;0,37;0,17;0,56;1;Medium;Medium Risk
1684;56;Male;Rural;337,18;Self-Employed;Primary;4;10,11;15;185,9;480,7;30;13,28;30;1;0,52;0,41;0,44;0,76;1;Low;Medium Risk
1685;19;Male;Semi-Urban;200,0;Employed;None;29;70,65;12;0,0;404,04;90;11,15;193;0;0,91;0,15;0,55;0,35;0;Low;High Risk
1686;49;Female;Semi-Urban;754,32;Self-Employed;Primary;20;67,42;13;107,51;532,71;30;15,36;105;1;1,0;0,41;0,21;0,67;1;Medium;Medium Risk
1687;30;Female;Urban;1285,47;Employed;None;21;28,11;9;89,25;607,17;30;12,99;305;1;0,76;0,19;0,35;0,93;1;High;Low Risk
1688;63;Male;Semi-Urban;896,3;Employed;Secondary;29;75,24;18;289,74;655,15;30;13,75;125;1;0,78;0,46;0,47;0,8;1;Medium;Medium Risk
1689;44;Male;Urban;599,51;Employed;Secondary;22;43,34;18;171,5;417,39;90;11,12;102;1;0,72;0,46;0,44;0,72;1;Medium;Medium Risk
1690;58;Male;Urban;1124,56;Unemployed;Secondary;23;38,15;14;0,14;308,6;60;9,39;162;1;0,79;0,18;0,28;0,73;1;High;Medium Risk
1691;34;Female;Rural;1072,17;Self-Employed;Secondary;25;41,57;18;113,16;344,29;30;15,41;314;1;0,85;0,39;0,61;0,94;1;High;Low Risk
1692;57;Male;Urban;1181,47;Employed;Primary;32;43,29;14;317,47;524,02;30;12,39;120;1;0,79;0,38;0,43;0,92;1;High;Low Risk
1693;48;Male;Urban;1005,17;Employed;Secondary;27;45,13;11;140,09;289,55;30;10,56;239;1;0,8;0,09;0,44;0,93;1;High;Low Risk
1694;51;Male;Rural;1065,77;Employed;Tertiary;33;45,58;11;132,06;689,66;30;13,03;94;1;0,86;0,12;0,68;0,91;1;High;Low Risk
1695;41;Male;Urban;1019,33;Self-Employed;Secondary;29;32,19;10;182,97;291,47;30;11,69;207;1;0,34;0,12;0,33;0,9;1;High;Low Risk
1696;62;Male;Urban;656,75;Employed;Primary;10;36,84;16;222,56;188,49;30;16,65;148;1;0,7;0,32;0,33;0,81;1;Medium;Low Risk
1697;52;Male;Urban;308,82;Self-Employed;Secondary;21;38,57;17;185,73;531,07;30;10,93;349;0;0,76;0,15;0,31;0,62;1;Low;Medium Risk
1698;23;Male;Urban;643,66;Self-Employed;Tertiary;28;83,45;19;302,32;444,8;90;13,34;307;0;0,78;0,07;0,38;0,48;0;Medium;High Risk
1699;36;Female;Urban;1131,48;Self-Employed;Secondary;30;38,58;11;185,73;594,24;30;15,26;192;1;0,67;0,29;0,29;0,9;1;High;Low Risk
1700;47;Male;Rural;685,7;Self-Employed;Secondary;6;37,29;16;267,43;400,19;60;13,97;141;1;0,73;0,38;0,44;0,8;1;Medium;Medium Risk
1701;24;Female;Rural;756,36;Self-Employed;None;33;80,33;12;219,67;580,63;30;13,63;271;1;0,56;0,13;0,41;0,75;1;Medium;Medium Risk
1702;27;Male;Urban;450,26;Employed;Secondary;18;43,56;12;70,7;701,44;90;10,48;310;1;0,35;0,35;0,57;0,77;1;Low;Medium Risk
1703;58;Female;Semi-Urban;634,67;Self-Employed;Secondary;12;32,2;16;378,53;375,33;30;12,35;200;0;0,9;0,31;0,63;0,42;0;Medium;High Risk
1704;49;Female;Urban;797,27;Self-Employed;Tertiary;12;27,86;17;315,57;602,52;30;13,38;161;0;0,47;0,39;0,45;0,58;1;Medium;Medium Risk
1705;51;Male;Urban;947,77;Employed;Tertiary;11;21,6;20;143,32;859,16;60;12,51;108;0;0,67;0,52;0,57;0,56;1;Medium;Medium Risk
1706;45;Male;Semi-Urban;662,4;Unemployed;Primary;21;60,82;11;188,89;654,26;60;16,45;349;0;0,55;0,07;0,63;0,28;0;Medium;High Risk
1707;32;Female;Urban;641,44;Employed;Primary;21;13,91;18;261,52;341,36;30;11,5;262;1;1,0;0,26;0,53;0,73;1;Medium;Medium Risk
1708;47;Male;Semi-Urban;1052,65;Employed;Tertiary;14;76,93;21;218,0;566,97;30;12,1;209;1;0,68;0,19;0,76;0,89;1;High;Low Risk
1709;54;Female;Urban;897,58;Employed;Primary;15;48,17;12;210,71;239,68;60;19,75;148;1;0,64;0,02;0,54;0,8;1;Medium;Low Risk
1710;46;Male;Rural;934,6;Unemployed;None;27;41,26;13;250,56;268,46;30;14,49;255;0;0,85;0,67;0,55;0,3;0;Medium;High Risk
1711;39;Female;Urban;1258,5;Self-Employed;Primary;27;45,43;8;235,35;798,35;60;9,1;198;1;1,0;0,12;0,05;0,9;1;High;Low Risk
1712;21;Male;Urban;648,48;Self-Employed;Secondary;30;59,26;10;235,8;581,58;30;13,49;336;1;0,78;0,22;0,31;0,75;1;Medium;Medium Risk
1713;37;Female;Urban;785,29;Employed;Primary;32;40,6;26;209,14;807,68;30;14,38;185;0;0,62;0,14;0,58;0,72;1;Medium;Medium Risk
1714;49;Female;Rural;965,35;Self-Employed;Tertiary;7;46,16;16;263,89;585,23;30;9,6;343;0;0,84;0,17;0,81;0,51;1;Medium;Medium Risk
1715;53;Female;Rural;538,55;Employed;Tertiary;19;71,06;13;220,97;390,92;30;11,1;164;1;0,39;0,48;0,15;0,71;1;Medium;Medium Risk
1716;21;Male;Semi-Urban;868,71;Unemployed;Secondary;20;56,94;15;223,48;508,64;60;8,43;107;0;0,71;0,23;0,47;0,32;0;Medium;High Risk
1717;44;Female;Urban;806,66;Employed;None;23;25,0;16;337,49;553,63;30;12,88;82;1;1,0;0,49;0,46;0,75;1;Medium;Medium Risk
1718;34;Male;Urban;1633,19;Employed;Primary;24;35,85;16;243,34;942,72;30;7,14;300;1;0,73;0,29;0,62;0,88;1;Very High;Low Risk
1719;29;Female;Urban;829,96;Employed;Primary;8;14,37;15;233,06;640,6;30;9,64;79;1;0,72;0,11;0,63;0,81;1;Medium;Low Risk
1720;39;Male;Rural;1147,08;Unemployed;Tertiary;18;62,3;11;111,12;351,31;30;7,85;252;1;0,7;0,49;0,48;0,8;1;High;Medium Risk
1721;34;Female;Semi-Urban;1048,98;Self-Employed;Tertiary;4;64,44;16;116,16;461,33;30;12,99;24;1;0,62;0,71;0,42;0,93;1;High;Low Risk
1722;27;Male;Urban;453,03;Self-Employed;Tertiary;3;31,31;23;314,17;594,56;30;10,98;282;0;0,76;0,39;0,64;0,42;0;Low;High Risk
1723;18;Female;Rural;335,35;Self-Employed;Tertiary;32;96,1;18;257,06;282,39;60;13,19;50;1;0,86;0,54;0,15;0,71;1;Low;Medium Risk
1724;39;Female;Urban;874,1;Unemployed;Secondary;25;98,76;15;291,76;496,44;90;6,49;107;0;0,63;0,1;0,72;0,27;0;Medium;High Risk
1725;43;Female;Rural;1177,2;Unemployed;Primary;3;50,46;13;219,77;459,04;60;9,66;237;0;0,2;0,16;0,52;0,35;0;High;High Risk
1726;35;Male;Semi-Urban;886,37;Self-Employed;None;21;34,05;18;239,75;597,16;30;14,37;315;1;0,79;0,2;0,52;0,85;1;Medium;Low Risk
1727;31;Male;Urban;823,66;Employed;Secondary;5;55,48;21;185,42;480,24;60;8,55;327;1;1,0;0,04;0,48;0,79;1;Medium;Medium Risk
1728;64;Female;Urban;714,77;Employed;Secondary;4;33,58;17;197,33;220,38;90;15,07;185;0;0,62;0,1;0,35;0,47;0;Medium;High Risk
